"Text" "Searched_Term" "Lemma" "Sentence" "Lemma_Length" "Lemma_Perc"
"71" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/formalism.txt" "up" 957 "I cant do so better than by remark-                       ing (1) that defense is what formalism does best and (2) that literary stud-                       ies in our time will have to play the best defense it can muster, up to and                       including the kind that looks like, and risks giving, offense." 1813 52.7854384997242
"72" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/free_indirect_discourse.txt" "up" 329 "Alan Palmer calls such                       description thought report, emphasizing that thought report takes up                       most of the narrative space as a reader learns to know a character.3 In                       Victorian fiction, islands of FID occur intermittently to punctuate seas                       of thought report." 1737 18.9407023603915
"73" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/generations.txt" "up" 391 "The term generations can point either laterally or vertically: across                       to an imagined cohort stratum, or up/down to other generations." 2899 13.487409451535
"74" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/generations.txt" "down" 392 "The term generations can point either laterally or vertically: across                       to an imagined cohort stratum, or up/down to other generations." 2899 13.5219041048637
"75" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/generations.txt" "up" 855 "Univ of Michigan Law Library, on 25 Sep 2018 at 20:43:29, subject to the Cambridge Core terms of use, available at   https://www.cambridge.org/core/terms. https://doi.org/10.1017/S1060150318000633                                                                                                         GENERATI O NS                   711                 exploration thus offers a rallying point around which later scholars of                 generation have clustered.8                         One of the few current Victorianists to take up Mannheims chal-                 lenge is Martin Hewitt, who has recently revived attention to this key-                 word, arguing that Victorianists use generation anachronistically." 2899 29.4929285960676
"76" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/generations.txt" "up" 2704 "While twentieth-century theorists such as Benedetto Croce                 and Jacques Derrida mistrusted genre as a conservative edict that policed                 literatures borders and denied its dynamism, literary scholars who take                 up genre these days often contend that it is the prime source of a literary                 texts creative and social energy." 2899 93.2735426008969
"77" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/genre.txt" "up" 173 "While twentieth-century theorists such as Benedetto Croce                 and Jacques Derrida mistrusted genre as a conservative edict that policed                 literatures borders and denied its dynamism, literary scholars who take                 up genre these days often contend that it is the prime source of a literary                 texts creative and social energy." 2119 8.16422840962718
"78" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/genre.txt" "up" 473 "[G]enre is best                       seen not flatly, as the enactment of one set of legislative norms, but as                       an alternation between dimensions, mediated by vectors of up and                       down, front and back, in and out.2 Dimocks pool suggests that the con-                       tainment of the water within an elastic and semipermeable boundary                       actually creates the conditions for energetic exchanges and multidirec-                       tional movement." 2119 22.3218499292119
"79" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/genre.txt" "down" 475 "[G]enre is best                       seen not flatly, as the enactment of one set of legislative norms, but as                       an alternation between dimensions, mediated by vectors of up and                       down, front and back, in and out.2 Dimocks pool suggests that the con-                       tainment of the water within an elastic and semipermeable boundary                       actually creates the conditions for energetic exchanges and multidirec-                       tional movement." 2119 22.4162340726758
"80" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/genre.txt" "down" 1417 "For a brief example of the way a historical understanding of genre                       complicates our understanding of how a literary text might function,                       opening new questions rather than shutting down the conversation, con-                       sider the following untitled text about the loss of an infant:                                A babys cradle with no baby in it,                                A babys grave where autumn leaves drop sere;                                The sweet soul gathered home to Paradise,                                The body waiting here." 2119 66.8711656441718
"81" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/image.txt" "top" 1010 "Conversely, it matters to an interpretation of The Impercipient that                       Thomas Hardys title indicates deficient perception and that his illustration                       for the poem features the interior of a cathedral with the top of the image                       cut off (a truncated vertical indicates a ruin, not any avenue to heaven) and                       the backs of a congregation.10 Similarly, it matters that Lewis Carrolls less                       effective Underground images served as models for Tenniels Wonderland.11                       The relationship of visual and verbal dimensions in nineteenth-century                       texts varies." 1562 64.6606914212548
"82" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/imperialism.txt" "top" 704 "By 1900, the dom-                       inant view among Europeans was that most if not all of history could                       be explained by race warfare, with the so-called white race almost                       always coming out on top." 2097 33.5717691940868
"83" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/imperialism.txt" "up" 1431 "After World War II, the                       World Bank and the International Monetary Fund were supposed to                       help the so-called underdeveloped world catch up economically with the                       West." 2097 68.2403433476395
"84" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/information.txt" "strang" 699 "Yet this protean, general quality has made information                       strangely apt to adopt the material contours of its own media and for-                       mats, however stealthily." 1574 44.4091486658196
"85" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/information.txt" "up" 1029 "In George                 Gissings New Grub Street (1891), a character who edits the general infor-                 mation column of the mediocre journal Chat (Would you be so good as                 to inform me . . . what was the exact area devastated by the Great Fire of                 Londonthat kind of thing) comes up with a scheme to transform it                 into Chit-Chat, a frothy assemblage of excerpted informationbits of sto-                 ries, bits of description, bits of scandal, bits of jokes, bits of statistics, that                 becomes the great hit of the era." 1574 65.3748411689962
"86" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/institutions.txt" "up" 842 "As                       clergymen and politicians are promoted up the ladders of the church                       and government, others emerge to take their places." 1598 52.6908635794743
"87" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/institutions.txt" "down" 1239 "Rather than depict                       this state of affairs as crushing individuals down, the novel sequence   Downloaded from https://www.cambridge.org/core." 1598 77.5344180225282
"88" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/literature.txt" "top" 633 "The language in                       which a text is written, the culture it hails from, or the commercial or ped-                       agogical context of its circulation might each be considered a top candi-                       date for the most salient feature of the texts we study, and a distanced                       perspective on the word lets us see all those uses at once." 2057 30.7729703451629
"89" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/literature.txt" "top" 1082 "As of December 2017, the top                 three most-taught texts with literature in the title are an essay on the                 role of contemporary literature in the college curriculum, the Norton                 Anthology of Literature, and a book on the literature review in the social sci-                 ences.12 If we consider that the dust has more or less settled around fights                 about the idea of literariness, taking it up again now becomes a way to see                 past the irrelevance of literature in favor of a renewed interest in the                 many kinds of literature that circulated in the nineteenth century and                 that continue to circulate around us today." 2057 52.6008750607681
"90" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/literature.txt" "up" 1143 "As of December 2017, the top                 three most-taught texts with literature in the title are an essay on the                 role of contemporary literature in the college curriculum, the Norton                 Anthology of Literature, and a book on the literature review in the social sci-                 ences.12 If we consider that the dust has more or less settled around fights                 about the idea of literariness, taking it up again now becomes a way to see                 past the irrelevance of literature in favor of a renewed interest in the                 many kinds of literature that circulated in the nineteenth century and                 that continue to circulate around us today." 2057 55.5663587749149
"91" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/logistics.txt" "strang" 1525 "A strangely Utilitarian account of love is resurgent in                       our literary criticism, offering an unexpected echo of an earlier era." 1613 94.5443273403596
"92" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/love.txt" "strang" 277 "A strangely Utilitarian account of love is resurgent in                       our literary criticism, offering an unexpected echo of an earlier era." 2224 12.455035971223
"93" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/love.txt" "strang" 757 "Johns pro-                 posal is not just a sop to convention (they cannot travel together if                 unmarried) but a vision of a life of Christian usefulness, a proposal                 fiercely scorned by the passionate heroine, but nonetheless, as                 Schaeffer nicely points out, strangely mimicked in the way Janes eventual                 marriage to Rochester takes on many of the same notions of care, service                 and even (gasp!)" 2224 34.0377697841727
"94" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/love.txt" "up" 1081 "Miss Havisham reminds Pip to give up                       your whole heart and soul to the smiter and Estella that you can break                       his heart;13 Catherine Earnshaw loves Edgar Linton because he is                       handsome, kind, and rich, like the foliage, but her love for                       Heathcliff resembles the eternal rocks beneath: a source of little visible                       delightbut necessary;14 even Sam Weller, when he is inspired to write                       a valentine for his Mary, finds a highly coloured representation of a cou-                       ple of human hearts skewered together with an arrow, cooking before a                       cheerful fire, while a male and female cannibal in modern attire: the                       gentleman being clad in a blue coat and white trousers, and the lady                       in a deep red pelisse with a parasol of the same: were approaching the                       meal with hungry eyes.15 To love and to eat were not so different                       after all: by the time of Far From the Madding Crowd, the valentine                       Bathsheba Everdene sends to Farmer Boldwood (marry me!)" 2224 48.6061151079137
"95" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/media.txt" "down" 656 "Enormous 360-degree paintings filled large venues with painstakingly                       detailed renderings of scenes depicting great cities, such as London,                       Paris, Rome, or Constantinople; great battles; or even actual journeys,                       through what became known as moving panoramas that recreated a                       trip down the Rhine or Mississippi." 1957 33.5206949412366
"96" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/medicine.txt" "up" 1031 "The historian will be more inclined                 to view this development as the expression of an enduring ideology.7                         Distinct medical cultures also emerged in the Victorian era, composed                 of groups whose social relations and individual identities are formed by                 their common interest in and interaction with a particular issue, though dif-                 fering in professional or nonprofessional status, political position, health, or                 illness.8 Examples include the culture of Victorian invalidism, the fallen                 woman and those who took up the mission of rescuing her, antivaccination-                 ists, and those who passionately advocated the pure oral method of teach-                 ing the deaf and dumb, prohibiting the use of sign language.9                         The emergence of the new medical profession and such transformative                 discoveries as anesthesia and the stethoscope were of such interest to                 the Victorian public as to provide material for countless novels, leading to                 the publication of what is still regarded by many as the greatest medical                 novel ever written, George Eliots Middlemarch (187172)." 1636 63.0195599022005
"97" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/melodrama (1).txt" "up" 684 "Melodramatic form sums up the historical trajectory of late                       eighteenth- and nineteenth-century aesthetics, as it moves from a focus                       on epistemological procedure based on sensory perception and toward                       the prestige of fine art (especially painting) and the nascent discipline                       of art history." 2053 33.31709693132
"98" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/melodrama (1).txt" "up" 1747 "Peter Brooks also takes up the analysis of spectatorial enthrallment as                        The Aesthetics of Astonishment, in The Melodramatic Imagination:                        Balzac, Henry James, Melodrama, and the Mode of Excess (1976; New                        Haven: Yale University Press, 1995), 2455." 2053 85.0949829517779
"99" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/melodrama (1).txt" "down" 1996 "But the apparatuss                 explanatory power breaks down in the chapter on memory." 2053 97.2235752557233
"100" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/melodrama (1).txt" "up" 2007 "As the elder                 Mill wraps up his demonstration that memory is a form of association,   Downloaded from https://www.cambridge.org/core." 2053 97.7593765221627
"101" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/melodrama.txt" "up" 692 "And yet, I cannot help feeling that there is trouble up at tmill." 1650 41.9393939393939
"102" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/memory.txt" "up" 41 "Peter Brooks also takes up the analysis of spectatorial enthrallment as                        The Aesthetics of Astonishment, in The Melodramatic Imagination:                        Balzac, Henry James, Melodrama, and the Mode of Excess (1976; New                        Haven: Yale University Press, 1995), 2455." 1672 2.45215311004785
"103" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/memory.txt" "down" 290 "But the apparatuss                 explanatory power breaks down in the chapter on memory." 1672 17.3444976076555
"104" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/memory.txt" "up" 301 "As the elder                 Mill wraps up his demonstration that memory is a form of association,   Downloaded from https://www.cambridge.org/core." 1672 18.0023923444976
"105" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/memory.txt" "up" 367 "46, N O. 3/4                       where sensation B, combined with the idea of self, calls up the idea of sen-                       sation A combined with the idea of self, John Stuart inserts a footnote." 1672 21.9497607655502
"106" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/monstrosity.txt" "up" 544 "Most influentially, Sandra Gilbert and Susan Gubars                 Madwoman in the Attic (1979) took up the mission that Virginia Woolf                 had announced for women writers, the need to kill the angel in the                 house, and found in the monster the angels necessary opposite and                 double, a potent, threatening vehicle for the suppressed rage lurking                 beneath the angels outward serenity." 1659 32.790837854129
"107" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/monstrosity.txt" "up" 1403 "As we conjure up                 monsters both to enforce norms and to resist them, it seems the only thing                 that could dispel monstrosity would be the death of normativity itself." 1659 84.5690174804099
"108" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/oceans.txt" "bottom" 1076 "Steve Mentz, At the Bottom of Shakespeares Ocean (London:                               Continuum, 2009), xi." 1638 65.6898656898657
"109" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/oceans.txt" "bottom" 1102 "Mentz, At the Bottom, ix." 1638 67.2771672771673
"110" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Organicism.txt" "top" 1128 "Many novelists                 also relocated moral authority from the top of the social scale, where it                 had resided in pre-Victorian organic models, to previously marginalized                 social actors (artisans, women, artist-figures, and middle-class professionals)." 2047 55.105031753786
"111" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Poetry.txt" "up" 651 "Scholars have used distant reading technology to show how                 the cultural currency of the word meter across the Victorian era inter-                 sected with both enthusiasm and dismay over the idea of English national                 culture or to survey how technology may make the perfectly educated                 human ear obsolete in evaluating a poetic line.2 And by opening up                 what was once thought of as purely literary, we are now reading                 Coleridge as not only a poet and critic but also a journalist, we are tracing                 poems across reprints and continents, and we are reading the long can-                 onized poets of the Victorian era as well as newly canonized poets like                 Toru Dutt as deeply embedded in a global network of circulation, imita-                 tion, and parody.3 Though scholars have long been exploring global                 Anglophone poetry, questions of education, cultural appropriation,                 and translation are now central to discussions of poetic form and                 national identity in England and the colonies.4 And English poetry                 now means a richer and deeper examination of the communities that                 wrote and read poemsfrom Chartists to working class poems in                 Scotland, to the influence of the Bible on how Victorians read poetry                 to the generic forces of melodrama and musicals, opera and art-songs,                 visual art and tableau." 2127 30.6064880112835
"112" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Poetry.txt" "down" 1308 "Scholars of nineteenth-                       century poetry (and by implication, readers of poems in any period)                       must rethink the social, institutional, and generic histories that have gov-                       erned the reading of poetry then and now, including the determinations                       for what counts as poetry worth reading.7 Historical poetics both broad-                       ens and deepens our understanding of the poetic canon and English lit-                       erature as a discipline, providing for scholars of poetry what many of the                       newer discoveries about canonicity have provided to scholars of prosea                       sense that expanding our archive destabilizes inherited notions about                       genre, and a sense that we might begin to trace the contours of how                       those inherited notions came to be passed down to us in, and as, a disci-                       pline." 2127 61.4950634696756
"113" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Politics.txt" "up" 909 "Nor is the goal to set ourselves up as arbiters who retrospectively decide                       which Victorian phenomena were truly politicalmuch less to rank                       nineteenth-century texts and events according to their real political                       efficacy." 1525 59.6065573770492
"114" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Progress-1.txt" "up" 628 "In his System of Logic, John Stuart Mill                       attempts to reconcile progress and greatness by suggesting that the pres-                       ence or absence of great men determin[es] the celerity of the move-                       ment.2 To this end, he takes up a metaphor from Thomas Babington                       Macaulay, who figures the great man as standing on a mountaintop, see-                       ing the suns rays just a few moments earlier than those in the valley                       below, and thus as a modest harbinger of inevitable change." 1616 38.8613861386139
"115" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Progress-1.txt" "up" 746 "Butterfields critique picks up on                       Mills underlying faith in individual greatness, observing the way that   Downloaded from https://www.cambridge.org/core." 1616 46.1633663366337
"116" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Progress-1.txt" "strang" 836 "This investment of Whig history in the Protestant Reformation                 reflects not only its strange reliance on individual agency, but also the                 cultural and historical limits of this historiographical outlook." 1616 51.7326732673267
"117" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Progress.txt" "up" 1372 "More than the debacles of the                 twentieth-century world wars, climate change frees us from the deeply                 embedded premise that, whatever its ups and downs, and despite the set-                 backs caused by our viciousness, human history nevertheless progresses." 2086 65.7718120805369
"118" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Progress.txt" "down" 1374 "More than the debacles of the                 twentieth-century world wars, climate change frees us from the deeply                 embedded premise that, whatever its ups and downs, and despite the set-                 backs caused by our viciousness, human history nevertheless progresses." 2086 65.8676893576222
"119" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Progress.txt" "up" 2023 "When queer did                       return to fin-de-sicle popularity levels in 1991, it did so only to blow                       right through and keep rising, up through our present moment." 2086 96.9798657718121
"120" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Queer.txt" "up" 319 "When queer did                       return to fin-de-sicle popularity levels in 1991, it did so only to blow                       right through and keep rising, up through our present moment." 2045 15.59902200489
"121" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Queer.txt" "down" 408 "Univ of Michigan Law Library, on 25 Sep 2018 at 20:48:51, subject to the Cambridge Core terms of use, available at   https://www.cambridge.org/core/terms. https://doi.org/10.1017/S106015031800092X                                                                                                                        QUEER            817                 queer we know today is ever-more capaciously protean, such that it has                 inspired anxiety over the terms expansive applicability, and efforts to                 slow down if not reverse a dilution of its historically specific critical power." 2045 19.9511002444988
"122" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Queer.txt" "up" 808 "Solidification into homosexual slur happened                 slowly, and the multivalent slipperiness that increased the terms popularity                 up to and including this late-Victorian cultural moment held on at least                 through the late 1920s." 2045 39.5110024449878
"123" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Queer.txt" "strang" 1093 "V.s banquet, what a splendid store                                Outvies the claims of gastronomical science:                                Old books, mad rhymes, wild melodies, rare faence,                                Weird songs, queer prints, quaint customs, and strange lore.10                        Here, the splendid store describes both individual members and their                       odd collections; queer joins a range of adjectives that together stake out                       a realm of sociability in which oddity is celebrated for the way it playfully                       alters convention, an expansive alterity, as Peter Coviello might observe,                       that is additive, a multiplication of differences in the absence of a single,                       stable standard of measure.11 In 1898, the queer collecting practices of                       the Sette and their odd guests were again immortalized in verse:                                And next Judge Martineau expressed his pleasure                                In making now the acquaintance of a SETTE                                So perfect in their oddness." 2045 53.4474327628362
"124" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Queer.txt" "up" 1529 "Will it tighten up again?" 2045 74.7677261613692
"125" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Reading-1.txt" "up" 937 "13 In order to become better interpreters of human things writ                       large, as James Welldon put it, should we work to reconcile disparate ele-                       ments of a text rather than enjoying it cut up or boiled downa prac-                       tice, then as now, extoled widely and employed rarely?" 2373 39.4858828487147
"126" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Reading-1.txt" "down" 2251 "(The Natyashastra lays down that the heroine                         should have nobility and steadfastness as well." 2373 94.8588284871471
"127" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Reading.txt" "down" 962 "Guppy sat down at the table and began nervously sharpening                 the carving-knife on the carving-fork,4 readers must construct a mental                 representation of what is described based on the verbal cues that Dickens                 provides." 1648 58.373786407767
"128" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Realism-1.txt" "strang" 1676 "The word humanity strikes us as strangely   Downloaded from https://www.cambridge.org/core." 2396 69.9499165275459
"129" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Realism.txt" "down" 236 "(The Natyashastra lays down that the heroine                         should have nobility and steadfastness as well." 2116 11.1531190926276
"130" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Realism.txt" "up" 1462 "In other words, I am suggesting an afterlife of Victorian realism not                       as subsumed by modernism, but constantly challenged by an ongoing                       realism.8 In this deviation from Jamesons argument, realismnot mod-                       ernismdissolves its own reifications by appropriating their archetypical                       plots for new acts of freedom, doubling up on itself in a process one                       might be tempted to call (that might look uncannily similar to) a nega-                       tive dialectic." 2116 69.0926275992439
"131" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Scale.txt" "up" 797 "As James explains, So had grown up, for speculation . . .                 the question of what it might mean.12 In the Cage is among several                 Victorian examples which explore the question of what it might mean                 in terms of counting words, quantitative inference, and literary criticism.13                         The digital has reinvigorated our engagement with Victorian scale." 1678 47.4970202622169
"132" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Scale.txt" "up" 1544 "It has also been satisfying, since the turn towards our                 own historical moment has seen the study of literature and science                 take up a place at the very heart of Victorian literature and culture." 1678 92.0143027413588
"133" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Science.txt" "up" 239 "It has also been satisfying, since the turn towards our                 own historical moment has seen the study of literature and science                 take up a place at the very heart of Victorian literature and culture." 1592 15.0125628140704
"134" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Science.txt" "up" 1065 "If we are to take this up, though, it requires the throwing off                 of certain disciplinary constraints." 1592 66.8969849246231
"135" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Science_Fiction.txt" "strang" 1099 "Registering the immensity of alien space and time even within the puta-                       tively knowable human realm, sublimates or sublimely displaces ordinary                       human agency within a vaster cosmos.8 Simultaneously, the new/old                       genre of prose fantasy (sparked by the strange world-making late                       romances of William Morris, and then theorized by J." 2071 53.0661516175761
"136" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Sensation_Fiction.txt" "up" 755 "Sixty percent of Americans believed the testimony was an embar-                 rassing spectacle and the same percentage believed that she had                 thought some of this stuff up in her head." 1656 45.5917874396135
"137" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Sensation_Fiction.txt" "up" 962 "Bounding sensation in this way may shore up a sense                       of cultural safety and normalcy, but it also maintains the status quo." 1656 58.0917874396135
"138" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Sentience.txt" "down" 840 "Hopkinss                 poem breaks down the readers certainty that trees are not sentient." 2063 40.7174018419777
"139" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Sentience.txt" "down" 912 "He has a lifelong preoccupation with the idea that                 trees wood and bark are like flesh and skin.7 In Jude the Obscure, Jude                 can scarcely bear to see trees cut down or lopped, from a fancy that it                 hurt them; and late pruning, when the sap was up and the tree bled pro-                 fusely, had been a positive grief to him in his infancy.8 The Return of the                 Native includes a storm scene in which wet young beeches were under-                 going amputations, bruises, cripplings, and harsh lacerations, from which                 the wasting sap would bleed.9 Describing the shrivelled, dry, and                 papery music of the tiny trumpets of heathbells, Hardy asks the                 reader to imagine stages that their vegetal bodies have undergone over                 the course of six months: They were the mummied heathbells of the                 past summer, originally tender and purple, now washed colourless by                 Michaelmas rains, and dried to dead skins by October suns.10 This nam-                 ing of plants as mummied and dried to dead skins calls attention to a                 visual and tactile similarity across plant and animal bodies." 2063 44.2074648570044
"140" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Sentience.txt" "up" 929 "He has a lifelong preoccupation with the idea that                 trees wood and bark are like flesh and skin.7 In Jude the Obscure, Jude                 can scarcely bear to see trees cut down or lopped, from a fancy that it                 hurt them; and late pruning, when the sap was up and the tree bled pro-                 fusely, had been a positive grief to him in his infancy.8 The Return of the                 Native includes a storm scene in which wet young beeches were under-                 going amputations, bruises, cripplings, and harsh lacerations, from which                 the wasting sap would bleed.9 Describing the shrivelled, dry, and                 papery music of the tiny trumpets of heathbells, Hardy asks the                 reader to imagine stages that their vegetal bodies have undergone over                 the course of six months: They were the mummied heathbells of the                 past summer, originally tender and purple, now washed colourless by                 Michaelmas rains, and dried to dead skins by October suns.10 This nam-                 ing of plants as mummied and dried to dead skins calls attention to a                 visual and tactile similarity across plant and animal bodies." 2063 45.0315075133301
"141" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Sentience.txt" "strang" 1420 "The strangeness of the compar-                       isonthe tonal oddity of comparing a dead babys corpse to the flesh of                       mushroomworks by highlighting the weird status this body has." 2063 68.8317983519147
"142" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Seriality-1.txt" "down" 119 "True, there are over three million people in London at                 this time, but each of those 40,000 copies circulates through and far                 beyond its purchaser: read aloud in parlors and pubs, passed down                 from the parents to the children to the servants in a household, given                 to friends or left behind in public places, each monthly pamphlet                 with the sea-green covers that signify Dickenss brandis well thumbed                 before the next months installment comes out." 1765 6.74220963172804
"143" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Seriality-1.txt" "up" 733 "Today, however, most                       people who read or study Victorian serial novels encounter them in vol-                       ume form, taking in one book from cover to cover before picking up                       another, even if they pay attention to the serial breaks." 1765 41.5297450424929
"144" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Seriality-1.txt" "up" 1060 "Individual members of the original audience would have                 picked up installments randomly, skipped portions they happened not                 to buy, stopped reading a novel halfway through, or put off reading a                 novel until it came out in volume form." 1765 60.056657223796
"145" "C:/Users/Nick/Desktop/RR-Recreational-Reckoning-Main/Processed-Texts-2018-11-15/Seriality-1.txt" "down" 1155 "If the longstanding interpretations, classifi-                 cations, and reputations of canonical and noncanonical novels have                 grown out of reading them in volume form, then breaking those novels                 back down into their part-issue installments and reading them alongside                 the other texts in their respective stacks can help us think about our                 object of study not as a discrete novel-text read horizontally, as it were,                 from beginning to end, but as a series of texts to be read vertically,                 equally as connected to other novels in its serial moment as to its own                 later installments." 1765 65.4390934844193
